symbol,market,contract_status,earliest_date,latest_date,total_months_available,total_data_types,available_data_types,trades_range,aggTrades_range,klines_range,bookTicker_range,fundingRate_range,markPriceKlines_range,indexPriceKlines_range,premiumIndexKlines_range
LUNA2USDT,futures/um,ACTIVE_PERPETUAL,2022-09,2026-08,48,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2022-09 to 2026-08,2022-09 to 2026-08,2022-09 to 2026-08,2023-05 to 2024-04,2022-09 to 2026-08,2022-09 to 2026-08,2022-09 to 2026-08,2022-09 to 2026-08
LUNABUSD,futures/um,DELISTED_BUSD,2022-05,2022-05,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2022-05 to 2022-05,2022-05 to 2022-05,2022-05 to 2022-05,N/A,2022-05 to 2022-05,2022-05 to 2022-05,2022-05 to 2022-05,2022-05 to 2022-05
LUNAUSDT,futures/um,DELISTED_HISTORICAL,2021-01,2022-05,17,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-01 to 2022-05,2021-01 to 2022-05,2021-01 to 2022-05,N/A,2021-01 to 2022-05,2021-01 to 2022-05,2021-01 to 2022-05,2021-01 to 2022-05
LYNUSDT,futures/um,ACTIVE_PERPETUAL,2025-10,2026-08,11,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,N/A,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08
LYTEUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
MAGICUSDT,futures/um,ACTIVE_PERPETUAL,2023-01,2026-08,44,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-01 to 2026-08,2023-01 to 2026-08,2023-01 to 2026-08,2023-05 to 2024-04,2023-01 to 2026-08,2023-01 to 2026-08,2023-01 to 2026-08,2023-01 to 2026-08
MAGMAUSDT,futures/um,ACTIVE_PERPETUAL,2025-12,2026-08,9,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,N/A,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08
MANAUSDT,futures/um,ACTIVE_PERPETUAL,2021-03,2026-08,66,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08,2023-05 to 2024-04,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08
MANTAUSDT,futures/um,ACTIVE_PERPETUAL,2024-01,2026-08,32,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-01 to 2026-08,2024-01 to 2026-08,2024-01 to 2026-08,2024-01 to 2024-04,2024-01 to 2026-08,2024-01 to 2026-08,2024-01 to 2026-08,2024-01 to 2026-08
MANTRAUSDT,futures/um,ACTIVE_PERPETUAL,2026-03,2026-08,6,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,N/A,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08
MARAUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
MASKUSDT,futures/um,ACTIVE_PERPETUAL,2021-08,2026-08,61,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-08 to 2026-08,2021-08 to 2026-08,2021-08 to 2026-08,2023-05 to 2024-04,2021-08 to 2026-08,2021-08 to 2026-08,2021-08 to 2026-08,2021-08 to 2026-08
MATICBUSD,futures/um,DELISTED_BUSD,2022-07,2023-08,14,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2022-07 to 2023-08,2022-07 to 2023-08,2022-07 to 2023-08,2023-05 to 2023-08,2022-07 to 2023-08,2022-07 to 2023-08,2022-07 to 2023-08,2022-07 to 2023-08
MATICUSDC,futures/um,DELISTED_HISTORICAL,2024-04,2024-09,6,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-04 to 2024-09,2024-04 to 2024-09,2024-04 to 2024-09,N/A,2024-04 to 2024-09,2024-04 to 2024-09,2024-04 to 2024-09,2024-04 to 2024-09
MATICUSDT,futures/um,DELISTED_HISTORICAL,2020-10,2024-09,48,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-10 to 2024-09,2020-10 to 2024-09,2020-10 to 2024-09,2023-05 to 2024-04,2020-10 to 2024-09,2020-10 to 2024-09,2020-10 to 2024-09,2020-10 to 2024-09
MAVIAUSDT,futures/um,ACTIVE_PERPETUAL,2024-02,2026-08,29,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-02 to 2026-08,2024-02 to 2026-08,2024-02 to 2026-08,2024-02 to 2024-04,2024-02 to 2026-08,2024-02 to 2026-08,2024-02 to 2026-08,2024-02 to 2026-08
MAVIAUSDTSETTLED,futures/um,SETTLED,2025-03,2025-03,1,1,klines,N/A,N/A,2025-03 to 2025-03,N/A,N/A,N/A,N/A,N/A
MAVUSDT,futures/um,ACTIVE_PERPETUAL,2023-06,2026-08,39,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-06 to 2026-08,2023-06 to 2026-08,2023-06 to 2026-08,2023-06 to 2024-04,2023-06 to 2026-08,2023-06 to 2026-08,2023-06 to 2026-08,2023-06 to 2026-08
MBLUSDT,futures/um,DELISTED_HISTORICAL,2023-11,2024-05,7,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-11 to 2024-05,2023-11 to 2024-05,2023-11 to 2024-05,2023-11 to 2024-04,2023-11 to 2024-05,2023-11 to 2024-05,2023-11 to 2024-05,2023-11 to 2024-05
MBOXUSDT,futures/um,DELISTED_HISTORICAL,2024-08,2026-06,23,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-08 to 2026-06,2024-08 to 2026-06,2024-08 to 2026-06,N/A,2024-08 to 2026-06,2024-08 to 2026-06,2024-08 to 2026-06,2024-08 to 2026-06
MDTUSDT,futures/um,DELISTED_HISTORICAL,2023-06,2024-05,12,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-06 to 2024-05,2023-06 to 2024-05,2023-06 to 2024-05,2023-06 to 2024-04,2023-06 to 2024-05,2023-06 to 2024-05,2023-06 to 2024-05,2023-06 to 2024-05
MEGAUSDT,futures/um,ACTIVE_PERPETUAL,2026-01,2026-08,8,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-01 to 2026-08,2026-01 to 2026-08,2026-01 to 2026-08,N/A,2026-01 to 2026-08,2026-01 to 2026-08,2026-01 to 2026-08,2026-01 to 2026-08
MEITUANUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
MELANIAUSDT,futures/um,ACTIVE_PERPETUAL,2025-01,2026-08,20,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-01 to 2026-08,2025-01 to 2026-08,2025-01 to 2026-08,N/A,2025-01 to 2026-08,2025-01 to 2026-08,2025-01 to 2026-08,2025-01 to 2026-08
MEMEFIUSDT,futures/um,DELISTED_HISTORICAL,2025-04,2025-08,5,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-04 to 2025-08,2025-04 to 2025-08,2025-04 to 2025-08,N/A,2025-04 to 2025-08,2025-04 to 2025-08,2025-04 to 2025-08,2025-04 to 2025-08
MEMEUSDT,futures/um,ACTIVE_PERPETUAL,2023-11,2026-08,34,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2024-04,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08,2023-11 to 2026-08
MERLUSDT,futures/um,ACTIVE_PERPETUAL,2025-05,2026-08,16,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08,N/A,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08,2025-05 to 2026-08
METAUSDT,futures/um,ACTIVE_PERPETUAL,2026-03,2026-08,6,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,N/A,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08,2026-03 to 2026-08
METISUSDT,futures/um,ACTIVE_PERPETUAL,2024-03,2026-08,30,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-03 to 2026-08,2024-03 to 2026-08,2024-03 to 2026-08,2024-03 to 2024-04,2024-03 to 2026-08,2024-03 to 2026-08,2024-03 to 2026-08,2024-03 to 2026-08
METUSDT,futures/um,ACTIVE_PERPETUAL,2025-10,2026-08,11,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,N/A,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08
MEUSDT,futures/um,ACTIVE_PERPETUAL,2024-12,2026-08,21,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,N/A,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08
MEWUSDT,futures/um,ACTIVE_PERPETUAL,2024-06,2026-08,27,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-06 to 2026-08,2024-06 to 2026-08,2024-06 to 2026-08,N/A,2024-06 to 2026-08,2024-06 to 2026-08,2024-06 to 2026-08,2024-06 to 2026-08
MILKUSDT,futures/um,DELISTED_HISTORICAL,2025-05,2025-12,8,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-05 to 2025-12,2025-05 to 2025-12,2025-05 to 2025-12,N/A,2025-05 to 2025-12,2025-05 to 2025-12,2025-05 to 2025-12,2025-05 to 2025-12
MINAUSDT,futures/um,ACTIVE_PERPETUAL,2023-02,2026-08,43,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08,2023-05 to 2024-04,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08,2023-02 to 2026-08
MINAUSDTSETTLED,futures/um,SETTLED,2023-02,2023-02,1,3,aggTrades; klines; trades,2023-02 to 2023-02,2023-02 to 2023-02,2023-02 to 2023-02,N/A,N/A,N/A,N/A,N/A
MINIMAXUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
MIRAUSDT,futures/um,ACTIVE_PERPETUAL,2025-09,2026-08,12,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,N/A,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08,2025-09 to 2026-08
MITOUSDT,futures/um,ACTIVE_PERPETUAL,2025-08,2026-08,13,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,N/A,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08,2025-08 to 2026-08
MKRUSDT,futures/um,DELISTED_HISTORICAL,2020-08,2025-09,62,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-08 to 2025-09,2020-08 to 2025-09,2020-08 to 2025-09,2023-05 to 2024-04,2020-08 to 2025-09,2020-08 to 2025-09,2020-08 to 2025-09,2020-08 to 2025-09
MLNUSDT,futures/um,DELISTED_HISTORICAL,2025-03,2026-05,15,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-03 to 2026-05,2025-03 to 2026-05,2025-03 to 2026-05,N/A,2025-03 to 2026-05,2025-03 to 2026-05,2025-03 to 2026-05,2025-03 to 2026-05
MMTUSDT,futures/um,ACTIVE_PERPETUAL,2025-11,2026-08,10,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08,N/A,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08,2025-11 to 2026-08
MOCAUSDT,futures/um,ACTIVE_PERPETUAL,2024-12,2026-08,21,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,N/A,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08
MONUSDT,futures/um,ACTIVE_PERPETUAL,2025-10,2026-08,11,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,N/A,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08,2025-10 to 2026-08
MOODENGUSDT,futures/um,ACTIVE_PERPETUAL,2024-10,2026-08,23,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-10 to 2026-08,2024-10 to 2026-08,2024-10 to 2026-08,N/A,2024-10 to 2026-08,2024-10 to 2026-08,2024-10 to 2026-08,2024-10 to 2026-08
MORPHOUSDT,futures/um,ACTIVE_PERPETUAL,2024-11,2026-08,22,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08,N/A,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08,2024-11 to 2026-08
MOVEUSDT,futures/um,ACTIVE_PERPETUAL,2024-12,2026-08,21,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,N/A,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08,2024-12 to 2026-08
MOVRUSDT,futures/um,ACTIVE_PERPETUAL,2023-12,2026-08,33,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-12 to 2026-08,2023-12 to 2026-08,2023-12 to 2026-08,2023-12 to 2024-04,2023-12 to 2026-08,2023-12 to 2026-08,2023-12 to 2026-08,2023-12 to 2026-08
MRKUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
MRNAUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
MRVLUSDT,futures/um,ACTIVE_PERPETUAL,2026-05,2026-08,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,N/A,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08
MSFTUSDT,futures/um,ACTIVE_PERPETUAL,2026-04,2026-08,5,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,N/A,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08
MSTRUSDT,futures/um,ACTIVE_PERPETUAL,2026-02,2026-08,7,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08,N/A,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08,2026-02 to 2026-08
MTLUSDT,futures/um,ACTIVE_PERPETUAL,2021-03,2026-08,66,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08,2023-05 to 2024-04,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08,2021-03 to 2026-08
MUBARAKUSDT,futures/um,ACTIVE_PERPETUAL,2025-03,2026-08,18,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,N/A,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08,2025-03 to 2026-08
MUSDT,futures/um,ACTIVE_PERPETUAL,2025-07,2026-08,14,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,N/A,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08
MUUSDT,futures/um,ACTIVE_PERPETUAL,2026-04,2026-08,5,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,N/A,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08
MUUUSDT,futures/um,ACTIVE_PERPETUAL,2026-07,2026-08,2,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,N/A,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08,2026-07 to 2026-08
MVLLUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
MYROUSDT,futures/um,DELISTED_HISTORICAL,2024-03,2025-11,21,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-03 to 2025-11,2024-03 to 2025-11,2024-03 to 2025-11,2024-03 to 2024-04,2024-03 to 2025-11,2024-03 to 2025-11,2024-03 to 2025-11,2024-03 to 2025-11
MYXUSDT,futures/um,ACTIVE_PERPETUAL,2025-06,2026-08,15,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08,N/A,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08
NAORISUSDT,futures/um,ACTIVE_PERPETUAL,2025-07,2026-08,14,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,N/A,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08,2025-07 to 2026-08
NATGASUSDT,futures/um,ACTIVE_PERPETUAL,2026-04,2026-08,5,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,N/A,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08,2026-04 to 2026-08
NAVERUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
NBISUSDT,futures/um,ACTIVE_PERPETUAL,2026-05,2026-08,4,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,N/A,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08,2026-05 to 2026-08
NEARBUSD,futures/um,DELISTED_BUSD,2022-05,2023-04,12,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2022-05 to 2023-04,2022-05 to 2023-04,2022-05 to 2023-04,N/A,2022-05 to 2023-04,2022-05 to 2023-04,2022-05 to 2023-04,2022-05 to 2023-04
NEARUSDC,futures/um,ACTIVE_PERPETUAL,2024-04,2026-08,29,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,N/A,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08
NEARUSDT,futures/um,ACTIVE_PERPETUAL,2020-10,2026-08,71,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-10 to 2026-08,2020-10 to 2026-08,2020-10 to 2026-08,2023-05 to 2024-04,2020-10 to 2026-08,2020-10 to 2026-08,2020-10 to 2026-08,2020-10 to 2026-08
NEIROETHUSDT,futures/um,DELISTED_HISTORICAL,2024-09,2025-09,13,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09,N/A,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09,2024-09 to 2025-09
NEIROUSDT,futures/um,ACTIVE_PERPETUAL,2024-09,2026-08,24,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-09 to 2026-08,2024-09 to 2026-08,2024-09 to 2026-08,N/A,2024-09 to 2026-08,2024-09 to 2026-08,2024-09 to 2026-08,2024-09 to 2026-08
NEOUSDC,futures/um,ACTIVE_PERPETUAL,2024-04,2026-08,29,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,N/A,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08,2024-04 to 2026-08
NEOUSDT,futures/um,ACTIVE_PERPETUAL,2020-02,2026-08,79,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2020-02 to 2026-08,2020-02 to 2026-08,2020-02 to 2026-08,2023-05 to 2024-04,2020-02 to 2026-08,2020-02 to 2026-08,2020-02 to 2026-08,2020-02 to 2026-08
NETUSDT,futures/um,ACTIVE_PERPETUAL,2026-08,2026-08,1,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,N/A,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08,2026-08 to 2026-08
NEWTUSDT,futures/um,ACTIVE_PERPETUAL,2025-06,2026-08,15,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08,N/A,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08,2025-06 to 2026-08
NFLXUSDT,futures/um,ACTIVE_PERPETUAL,2026-06,2026-08,3,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,N/A,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08,2026-06 to 2026-08
NFPUSDT,futures/um,DELISTED_HISTORICAL,2023-12,2026-07,32,8,aggTrades; bookTicker; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2023-12 to 2026-07,2023-12 to 2026-07,2023-12 to 2026-07,2023-12 to 2024-04,2023-12 to 2026-07,2023-12 to 2026-07,2023-12 to 2026-07,2023-12 to 2026-07
NIGHTUSDT,futures/um,ACTIVE_PERPETUAL,2025-12,2026-08,9,7,aggTrades; fundingRate; indexPriceKlines; klines; markPriceKlines; premiumIndexKlines; trades,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,N/A,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08,2025-12 to 2026-08
